y_field,Ic
0.000185,4.740285144375136e-06
0.0001852,4.481104244304286e-06
0.0001854,3.53973652397991e-06
0.0001856,4.7723630429663805e-06
0.0001858,1.9506607680014906e-07
0.000186,-2.456359558378008e-06
0.0001862,1.1821876794090947e-07
0.0001864,2.8117741401841824e-06
0.0001866,4.459358330625082e-06
0.0001868,4.0992903887111334e-06
0.000187,3.4894693398389472e-06
0.0001872,7.830166380468896e-06
0.0001874,4.54915320409267e-06
0.0001876,1.501314859566471e-06
0.0001878,-3.250061987380668e-07
0.000188,5.203880191758686e-06
0.0001882,6.248562677500064e-06
0.0001884,2.020448952965736e-06
0.0001886,6.539439202189287e-06
0.0001888,5.498071487744361e-06
0.000189,-8.000893095874151e-07
0.0001892,-6.821157065059184e-07
0.0001894,-7.828193606705211e-07
0.0001896,2.5341715836931073e-06
0.0001898,2.749699277449626e-06
0.00019,2.6678627937314747e-06
0.0001902,5.566464607619295e-06
0.0001904,2.218750019015233e-06
0.0001906,4.1701211999446955e-06
0.0001908,-1.836440144904102e-06
0.000191,1.8778448457998155e-06
0.0001912,4.08969135585316e-06
0.0001914,3.979117686085802e-06
0.0001916,5.391605249092958e-06
0.0001918,4.914176721557359e-06
0.000192,4.55095700447701e-06
0.0001922,3.144497380921671e-06
0.0001924,1.9825823062402116e-06
0.0001926,5.825266470844201e-07
0.0001928,7.137770790979904e-06
0.000193,1.2825940380749717e-06
0.0001932,3.231622042982661e-06
0.0001934,2.088910738239538e-06
0.0001936,4.167805533707982e-06
0.0001938,2.3016613734139093e-06
0.000194,2.9228371244623095e-06
0.0001942,1.9222642061913373e-06
0.0001944,5.4296671765676665e-06
0.0001946,4.29655530670542e-06
0.0001948,4.736185031885169e-06
0.000195,5.42002676755122e-06
0.0001952,-5.884461211728092e-07
0.0001954,-5.865514341702321e-07
0.0001956,2.8604553766742474e-06
0.0001958,4.080817290869947e-06
0.000196,3.5692978132378154e-06
0.0001962,3.3054423928189836e-06
0.0001964,2.4784360222426507e-06
0.0001966,5.7895864720132074e-06
0.0001968,4.786710694521512e-07
0.000197,1.6950847159766775e-06
0.0001972,2.7139801967044937e-06
0.0001974,5.335891845575176e-06
0.0001976,3.099210173066828e-06
0.0001978,5.9021478347080495e-06
0.000198,4.661865580162606e-06
0.0001982,3.4207749485246087e-06
0.0001984,1.7950170929334552e-06
0.0001986,-4.537886515804685e-07
0.0001988,2.2519760916628642e-06
0.000199,2.1269758100717605e-06
0.0001992,5.609064263703212e-06
0.0001994,5.566782380048691e-06
0.0001996,4.56062840966424e-06
0.0001998,9.962325356321274e-07
0.0002,1.0298461168059147e-06
0.0002002,-5.085068363095591e-07
0.0002004,4.341892870331018e-06
0.0002006,6.460122856343397e-06
0.0002008,5.764805901300579e-06
0.000201,2.2803122488529427e-06
0.0002012,1.8970685490518356e-06
0.0002014,1.2946182366028744e-06
0.0002016,3.640944577878852e-06
0.0002018,2.7649475169324134e-06
0.000202,7.502223979592864e-06
0.0002022,8.743078951835159e-06
0.0002024,7.839565455691723e-06
0.0002026,3.376585550078256e-06
0.0002028,2.40465121774043e-06
0.000203,1.3551066338038459e-06
0.0002032,-5.417689177966018e-07
0.0002034,3.674136399038732e-06
0.0002036,2.734241746613665e-06
0.0002038,6.775684300844815e-06
0.000204,2.11526975275345e-06
0.0002042,4.428920282369158e-06
0.0002044,3.530759946833226e-06
0.0002046,-1.9139628826700874e-06
0.0002048,2.7432549840871705e-06
0.000205,2.3137794844561364e-06
0.0002052,6.840442116202301e-06
0.0002054,7.594875738922933e-06
0.0002056,3.1222601493723675e-06
0.0002058,6.914892571171374e-09
0.000206,2.6620229944678716e-06
0.0002062,1.419873937344316e-06
0.0002064,7.690837111544042e-07
0.0002066,5.387238392492124e-06
0.0002068,3.904316564294444e-06
0.000207,2.6616348643292365e-06
0.0002072,4.735386271079442e-06
0.0002074,4.4460808139058e-06
0.0002076,1.639885703828439e-06
0.0002078,-1.790678665769256e-06
0.000208,2.182590179602665e-06
0.0002082,2.3870851905215138e-06
0.0002084,5.9703914090085916e-06
0.0002086,6.002355190101489e-06
0.0002088,4.143514737267084e-06
0.000209,7.281643689948906e-07
0.0002092,-4.4589251457136204e-08
0.0002094,1.1205650686816244e-06
0.0002096,2.7752625791238665e-06
0.0002098,6.775613081894504e-06
0.00021,4.446650434988956e-06
0.0002102,5.648185524581155e-06
0.0002104,3.6276391747974923e-06
0.0002106,1.4338271189207206e-06
0.0002108,7.819908629593927e-07
0.000211,8.17031133163655e-08
0.0002112,3.0852175982366367e-06
0.0002114,5.453380279213574e-06
0.0002116,4.142884169901006e-06
0.0002118,5.145950429715313e-06
0.000212,9.661741718364118e-07
0.0002122,2.0073884966887397e-06
0.0002124,1.5810150346971927e-06
0.0002126,3.935418044080941e-06
0.0002128,2.2983021024262387e-06
0.000213,8.338476979409715e-06
0.0002132,5.097204109065656e-06
0.0002134,7.117328147583299e-06
0.0002136,5.158420419617641e-06
0.0002138,1.909672604032778e-06
0.000214,-1.1351949245499744e-06
0.0002142,2.667718028695034e-06
0.0002144,5.138981483870988e-06
0.0002146,4.364096530649249e-06
0.0002148,4.044901010700332e-06
0.000215,1.8000312835543426e-06
