phi_ext,I_theory,I_noisy,errors
-0.0002,5.728703618267066e-05,5.700086978377696e-05,2e-07
-0.0001997997997997998,5.7343551225539555e-05,5.767859453359542e-05,2e-07
-0.0001995995995995996,5.7401266371427494e-05,5.7590777520408066e-05,2e-07
-0.0001993993993993994,5.746006761615192e-05,5.725055695881011e-05,2e-07
-0.0001991991991991992,5.751984385613246e-05,5.7736614755622016e-05,2e-07
-0.000198998998998999,5.758048646463676e-05,5.748338773540554e-05,2e-07
-0.0001987987987987988,5.764188891601712e-05,5.832544368190626e-05,2e-07
-0.0001985985985985986,5.770394645083857e-05,5.770056001099357e-05,2e-07
-0.0001983983983983984,5.776655577552844e-05,5.775863006827638e-05,2e-07
-0.0001981981981981982,5.782961479076023e-05,5.7855065531425454e-05,2e-07
-0.000197997997997998,5.7893022343329616e-05,5.819513167481903e-05,2e-07
-0.0001977977977977978,5.7956677996678886e-05,5.7922854347526615e-05,2e-07
-0.0001975975975975976,5.802048181556513e-05,5.805851960030475e-05,2e-07
-0.0001973973973973974,5.808433416065021e-05,5.826855703136592e-05,2e-07
-0.0001971971971971972,5.814813548894786e-05,5.823061838342162e-05,2e-07
-0.00019699699699699701,5.821178615617061e-05,5.800634693550822e-05,2e-07
-0.00019679679679679681,5.827518621707979e-05,5.861494263061576e-05,2e-07
-0.00019659659659659661,5.8338235219873225e-05,5.8251068402045985e-05,2e-07
-0.00019639639639639641,5.8400831990561165e-05,5.8230032772889095e-05,2e-07
-0.00019619619619619621,5.8462874403072454e-05,5.832792795103255e-05,2e-07
-0.00019599599599599602,5.8524259130603996e-05,5.840922290374095e-05,2e-07
-0.00019579579579579582,5.858488137336012e-05,5.845852058189716e-05,2e-07
-0.00019559559559559562,5.8644634557403e-05,5.8803677970561526e-05,2e-07
-0.00019539539539539542,5.870340999884366e-05,5.88553269225702e-05,2e-07
-0.00019519519519519522,5.8761096526965696e-05,5.9146690336463184e-05,2e-07
-0.00019499499499499502,5.881758005917805e-05,5.860532251096798e-05,2e-07
-0.00019479479479479482,5.88727431198864e-05,5.8941982646004256e-05,2e-07
-0.00019459459459459462,5.892646429446772e-05,5.892782756402515e-05,2e-07
-0.0001943943943943944,5.8978617608541285e-05,5.907731294475342e-05,2e-07
-0.00019419419419419422,5.9029071821659595e-05,5.925870953469346e-05,2e-07
-0.000193993993993994,5.9077689623476485e-05,5.9227248564490484e-05,2e-07
-0.0001937937937937938,5.912432671936317e-05,5.9366659085442534e-05,2e-07
-0.0001935935935935936,5.916883079151681e-05,5.904061470919835e-05,2e-07
-0.0001933933933933934,5.921104032094031e-05,5.9127695019975184e-05,2e-07
-0.0001931931931931932,5.925078325549688e-05,5.8912388199081646e-05,2e-07
-0.000192992992992993,5.928787550988361e-05,5.948789258735832e-05,2e-07
-0.0001927927927927928,5.932211928528492e-05,5.903724350184003e-05,2e-07
-0.0001925925925925926,5.9353301200357386e-05,5.932732211205143e-05,2e-07
-0.0001923923923923924,5.9381190231934744e-05,5.9154573692041724e-05,2e-07
-0.0001921921921921922,5.9405535474781484e-05,5.945229858382064e-05,2e-07
-0.000191991991991992,5.942606374657779e-05,5.9609955379693514e-05,2e-07
-0.0001917917917917918,5.944247708942854e-05,5.933987049591734e-05,2e-07
-0.0001915915915915916,5.945445025555923e-05,5.928707241764991e-05,2e-07
-0.0001913913913913914,5.9461628316268296e-05,5.9557437258473e-05,2e-07
-0.0001911911911911912,5.94636246040847e-05,5.968977829321684e-05,2e-07
-0.000190990990990991,5.946001929330108e-05,5.9297793980849856e-05,2e-07
-0.0001907907907907908,5.945035904814521e-05,5.975142558452487e-05,2e-07
-0.0001905905905905906,5.9434158323545254e-05,5.956356969384445e-05,2e-07
-0.0001903903903903904,5.941090308905399e-05,5.921023882699929e-05,2e-07
-0.0001901901901901902,5.938005795173197e-05,5.931092322964238e-05,2e-07
-0.00018998998998999,5.934107785358903e-05,5.965316757241689e-05,2e-07
-0.0001897897897897898,5.929342566587022e-05,5.923385654978069e-05,2e-07
-0.0001895895895895896,5.923659701760407e-05,5.907691999087664e-05,2e-07
-0.0001893893893893894,5.917015346547737e-05,5.9215232204232616e-05,2e-07
-0.0001891891891891892,5.9093764492989196e-05,5.960928280406586e-05,2e-07
-0.000188988988988989,5.900725767384362e-05,5.884026871389314e-05,2e-07
-0.0001887887887887888,5.891067456111144e-05,5.889517451280894e-05,2e-07
