y_field,Ic
-0.001515,2.3730132450331127e-05
-0.0015148000000000002,2.3730132450331127e-05
-0.0015146,2.3730132450331127e-05
-0.0015144000000000002,2.3730132450331127e-05
-0.0015142,2.3730132450331127e-05
-0.0015140000000000002,2.3730132450331127e-05
-0.0015138,2.3730132450331127e-05
-0.0015136000000000001,2.3730132450331127e-05
-0.0015134,2.3730132450331127e-05
-0.0015132000000000001,2.3730132450331127e-05
-0.001513,2.3730132450331127e-05
-0.0015128000000000001,2.3730132450331127e-05
-0.0015126,2.3730132450331127e-05
-0.0015124000000000001,2.3730132450331127e-05
-0.0015122,2.3730132450331127e-05
-0.001512,2.3730132450331127e-05
-0.0015118,2.3730132450331127e-05
-0.0015116,2.3730132450331127e-05
-0.0015114,2.3730132450331127e-05
-0.0015112,2.3730132450331127e-05
-0.001511,2.3730132450331127e-05
-0.0015108,2.3730132450331127e-05
-0.0015106,2.3730132450331127e-05
-0.0015104,2.3730132450331127e-05
-0.0015102,2.3730132450331127e-05
-0.00151,2.3730132450331127e-05
-0.0015098000000000002,2.3730132450331127e-05
-0.0015096,2.3730132450331127e-05
-0.0015094000000000002,2.3730132450331127e-05
-0.0015092,2.3730132450331127e-05
-0.0015090000000000001,2.3730132450331127e-05
-0.0015088,2.3730132450331127e-05
-0.0015086000000000001,2.3730132450331127e-05
-0.0015084,2.3730132450331127e-05
-0.0015082000000000001,2.3730132450331127e-05
-0.001508,2.3730132450331127e-05
-0.0015078000000000001,2.3730132450331127e-05
-0.0015076,2.3730132450331127e-05
-0.0015074,2.3730132450331127e-05
-0.0015072,2.3730132450331127e-05
-0.001507,2.3730132450331127e-05
-0.0015068,2.3730132450331127e-05
-0.0015066,2.3730132450331127e-05
-0.0015064,2.3730132450331127e-05
-0.0015062,2.3730132450331127e-05
-0.001506,2.3730132450331127e-05
-0.0015058,2.3730132450331127e-05
-0.0015056,2.3730132450331127e-05
-0.0015054,2.3730132450331127e-05
-0.0015052,2.3730132450331127e-05
-0.001505,2.3730132450331127e-05
-0.0015048000000000001,2.3730132450331127e-05
-0.0015046,2.3730132450331127e-05
-0.0015044000000000001,2.3730132450331127e-05
-0.0015042,2.3730132450331127e-05
-0.0015040000000000001,2.3730132450331127e-05
-0.0015038,2.3730132450331127e-05
-0.0015036000000000001,2.3730132450331127e-05
-0.0015034,2.3730132450331127e-05
-0.0015032000000000001,2.3730132450331127e-05
-0.001503,2.3730132450331127e-05
-0.0015028,2.3730132450331127e-05
-0.0015026,2.3730132450331127e-05
-0.0015024,2.3730132450331127e-05
-0.0015022,2.3730132450331127e-05
-0.001502,2.3730132450331127e-05
-0.0015018,2.3730132450331127e-05
-0.0015016,2.3730132450331127e-05
-0.0015014,2.3730132450331127e-05
-0.0015012,2.3730132450331127e-05
-0.001501,2.3730132450331127e-05
-0.0015008,2.3730132450331127e-05
-0.0015006,2.3730132450331127e-05
-0.0015004,2.3730132450331127e-05
-0.0015002,2.3730132450331127e-05
-0.0015,2.3730132450331127e-05
